species,year,was.changed,plotNums,date,new.genus,new.epithet,notes
Grass,1979,tbd,em-1,43,,,
grass,1975,tbd,rm-6,40,,
Grass,1983,tbd,rm-6,42,,
Grass(dark colored spike),1983,tbd,rm-6,42,,
Grass(light colored spike),1983,tbd,rm-6,42,,
grass,1984,tbd,rm-6,49,,
Poa sp.,1985,yes,rm-6,47,Poa,pratensis
Stipa lettermanii,1985,yes,rm-6,47,,
grass  reddish,1986,tbd,rm-6,47,,
Poa sp.,1986,yes,rm-6,47,Poa,pratensis
grass,1987,tbd,rm-6,67,,
Poa sp.,1987,yes,rm-6,67,Poa,pratensis
grass  Poa-like,1988,tbd,rm-6,57,,
grass with long sheath  almost as long as inflorescence,1988,tbd,rm-6,57,,
Poa sp.,1988,yes,rm-6,57,Poa,pratensis
grass,1989,tbd,rm-6,46,,
Elymus longifolius,1991,yes,rm-6,49,,
grass - long awns,1991,tbd,rm-6,49,,
Poa sp.,1991,yes,rm-6,49,Poa,pratensis
Elymus longifolius,1992,yes,rm-6,41,,
"grass - tight, elongated head",1992,tbd,rm-6,41,,
Poa sp.,1992,yes,rm-6,41,Poa,pratensis
"grass - green or slightly reddish  pretty tight spikes, total 19 stalks, N and S sides",1993,tbd,rm-6,37,,
Poa sp.,1993,yes,rm-6,37,Poa,pratensis
"grass - bunchgrass, NE corner",1994,tbd,rm-6,47,,
Poa sp.,1994,yes,rm-6,47,Poa,pratensis
grass - long awns,1995,tbd,rm-6,53,,
"grass - slightly spreading, reddish  like grass in plot #4, in NE corner",1995,tbd,rm-6,53,,
"grass - tight head, smaller glumes than reddish grass; N side and middle",1995,tbd,rm-6,53,,
Poa sp.,1995,yes,rm-6,53,Poa,pratensis
"grass, NE corner, reddish node, inflorescence tighter than Poa, larger glumes",1997,tbd,rm-6,63,,
Poa sp.,1997,yes,rm-6,63,Poa,pratensis
"grass, NE corner, reddish node, inflorescence tighter than Poa, larger glumes",1998,tbd,rm-6,73,,
Poa sp.,1998,yes,rm-6,73,Poa,pratensis
Koeleria macrantha,1999,yes,rm-6,57,,
Poa sp.,1999,yes,rm-6,57,Poa,pratensis
Poa sp.,2000,yes,rm-6,57,Poa,pratensis
Festuca thurberi,2001,yes,rm-6,78,,
Poa sp.,2001,yes,rm-6,78,Poa,pratensis
Poa sp.,2003,yes,rm-6,70,Poa,pratensis
Festuca thurberi,2004,yes,rm-6,68,,
Muhlenbergia species (a C4 grass) ,2004,tbd,rm-6,68,Muhlenbergia,montana
Poa sp.,2004,yes,rm-6,68,Poa,pratensis
Festuca thurberi,2005,yes,rm-6,68,,
Koeleria macrantha,2005,yes,rm-6,68,,
Muhlenbergia species (a C4 grass) ,2005,tbd,rm-6,68,Muhlenbergia,montana
Poa sp.,2005,yes,rm-6,68,Poa,pratensis
Stipa lettermanii,2005,yes,rm-6,68,,
Koeleria macrantha,2006,yes,rm-6,73,,
Muhlenbergia montana (a C4 grass) ,2006,tbd,rm-6,73,Muhlenbergia,montana
Poa sp.,2006,yes,rm-6,73,Poa,pratensis
Stipa lettermanii,2006,yes,rm-6,73,,
Festuca thurberi,2007,yes,rm-6,75,,
Koeleria macrantha,2007,yes,rm-6,75,,
Muhlenbergia montana (a C4 grass) ,2007,tbd,rm-6,75,Muhlenbergia,montana
Poa sp.,2007,yes,rm-6,75,Poa,pratensis
Stipa lettermanii,2007,yes,rm-6,75,,
Festuca thurberi,2008,yes,rm-6,69,,
Koeleria macrantha,2008,yes,rm-6,69,,
Muhlenbergia montana (a C4 grass) ,2008,tbd,rm-6,69,Muhlenbergia,montana
Poa sp.,2008,yes,rm-6,69,Poa,pratensis
Stipa lettermanii,2008,yes,rm-6,69,,
Festuca thurberi,2009,yes,rm-6,56,,
Koeleria macrantha,2009,yes,rm-6,56,,
Muhlenbergia montana (a C4 grass) ,2009,tbd,rm-6,56,Muhlenbergia,montana
Poa sp.,2009,yes,rm-6,56,Poa,pratensis
grass,1981,tbd,rm-7,56,,
Trisetum spicatum,1982,yes,rm-7,55,,
Poa sp.,1983,yes,rm-7,42,Poa,pratensis
Phacelia  heterosepala,1984,tbd,rm-7,49,Phacelia,heterophylla
Poa sp.,1984,yes,rm-7,49,Poa,pratensis
Phacelia  heterosepala,1985,tbd,rm-7,47,Phacelia,heterophylla
Poa sp.,1985,yes,rm-7,47,Poa,pratensis
Stipa lettermanii,1985,yes,rm-7,47,,
Poa sp.,1986,yes,rm-7,47,Poa,pratensis
grass,1987,tbd,rm-7,66,,
Poa sp.,1987,yes,rm-7,66,Poa,pratensis
Poa sp.,1988,yes,rm-7,59,Poa,pratensis
Poa sp.,1991,yes,rm-7,49,Poa,pratensis
Poa sp.,1992,yes,rm-7,41,Poa,pratensis
Poa sp.,1993,yes,rm-7,37,Poa,pratensis
Poa sp.,1994,yes,rm-7,47,Poa,pratensis
grass - long awns,1995,tbd,rm-7,114,,
"grass, tight heads, west side",1995,tbd,rm-7,114,,
Poa sp.,1995,yes,rm-7,114,Poa,pratensis
"grass, tight heads, west side",1996,tbd,rm-7,59,,
Poa sp.,1996,yes,rm-7,59,Poa,pratensis
Poa sp.,1997,yes,rm-7,63,Poa,pratensis
Poa sp.,1998,yes,rm-7,73,Poa,pratensis
Poa sp.,1999,yes,rm-7,57,Poa,pratensis
Poa sp.,2000,yes,rm-7,59,Poa,pratensis
Poa sp.,2001,yes,rm-7,78,Poa,pratensis
Poa sp.,2002,yes,rm-7,74,Poa,pratensis
Poa sp.,2003,yes,rm-7,70,Poa,pratensis
Stipa lettermanii,2003,yes,rm-7,70,,
Poa sp.,2004,yes,rm-7,72,Poa,pratensis
Poa sp.,2005,yes,rm-7,74,Poa,pratensis
Stipa lettermanii,2005,yes,rm-7,74,,
Poa sp.,2006,yes,rm-7,72,Poa,pratensis
Poa sp.,2007,yes,rm-7,75,Poa,pratensis
Poa sp.,2008,yes,rm-7,69,Poa,pratensis
Stipa lettermanii,2008,yes,rm-7,69,,
Poa sp.,2009,yes,rm-7,57,Poa,pratensis
Erigeron?,1973,tbd,rm-8,17,Erigeron,coulteri
grass,1974,tbd,rm-8,50,,
Agoseris,1983,tbd,rm-8,42,,
Erigeron  sp.,1984,tbd,rm-8,49,Erigeron,coulteri,
grass  spike,1986,tbd,rm-8,47,,,
Poa sp.,1986,yes,rm-8,47,Poa,pratensis,
umbel  just outside S corner,1991,tbd,rm-8,49,,,hopeless
Poa sp.,1993,yes,rm-8,37,Poa,pratensis,
purple aster,1993,tbd,rm-8,37,,,
"grass - heavy heads, drooping some, large flowers",1994,tbd,rm-8,47,,,
Poa sp.,1995,yes,rm-8,102,Poa,pratensis,
Poa sp.,1999,yes,rm-8,49,Poa,pratensis,
Poa sp.,2000,yes,rm-8,56,Poa,pratensis,
Trisetum spicatum,2000,yes,rm-8,56,,,
"grass - tight head, many small anthers, awns about 2 mm",2002,tbd,rm-8,75,,,
Poa sp.,2002,yes,rm-8,150,Poa,pratensis,
Poa sp.,2003,yes,rm-8,70,Poa,pratensis,
Trisetum spicatum,2003,yes,rm-8,70,,,
Poa sp.,2004,yes,rm-8,60,Poa,pratensis,
Trisetum spicatum,2004,yes,rm-8,60,,
Poa sp.,2005,yes,rm-8,68,Poa,pratensis
Trisetum spicatum,2005,yes,rm-8,68,,
Poa sp.,2006,yes,rm-8,64,Poa,pratensis
Stipa lettermanii,2006,yes,rm-8,64,,
Trisetum spicatum,2006,yes,rm-8,64,,
Poa sp.,2007,yes,rm-8,64,Poa,pratensis
Trisetum spicatum,2007,yes,rm-8,64,,
Poa sp.,2008,yes,rm-8,52,Poa,pratensis
Trisetum spicatum,2008,yes,rm-8,52,,
Grass,1979,tbd,rm-9,48,,
grass,1981,tbd,rm-9,56,,
grass,1982,tbd,rm-9,44,,
tall grass,1982,tbd,rm-9,44,,
Stipa lettermanii,1983,yes,rm-9,42,,
Trisetum spicatum,1983,yes,rm-9,42,,
grass - spikes,1987,tbd,rm-9,66,,
grass - nodding brome,1991,tbd,rm-9,48,,
"grass - Poa?, tall, inflorescence spread out",1991,tbd,rm-9,48,,
grass - long awns,1992,tbd,rm-9,41,,
grass - wheat grass? tall,1992,tbd,rm-9,41,,
"grass - long awns, all green, tall",1993,tbd,rm-9,37,,
Poa sp.,1993,yes,rm-9,37,Poa,pratensis
Melica spectabilis,1999,tbd,rm-9,47,,
Poa sp.,1999,yes,rm-9,47,Poa,pratensis
"tight spike, 5-mm awns, NW corner",1999,tbd,rm-9,47,Elymus,trachycaulis
Melica spectabilis,2000,tbd,rm-9,56,,
Poa sp.,2000,yes,rm-9,56,Poa,pratensis
Melica spectabilis,2001,tbd,rm-9,78,,
Poa sp.,2001,yes,rm-9,78,Poa,pratensis
Poa sp.,2002,yes,rm-9,75,Poa,pratensis
Melica spectabilis,2003,tbd,rm-9,66,,
Melica spectabilis,2004,tbd,rm-9,59,,,
Melica spectabilis,2005,tbd,rm-9,54,,,
Melica spectabilis,2007,tbd,rm-9,64,,,
Phleum commutatum,2007,yes,rm-9,64,,,
Melica spectabilis,2008,tbd,rm-9,52,,,
Phleum commutatum,2008,yes,rm-9,52,,,
Poa sp.,2008,yes,rm-9,52,Poa,pratensis,
Trisetum spicatum,2008,no,rm-9,52,,,
Elymus trachycaulus,2004,no,st-1,43,,,
Phleum commutatum,2004,yes,st-1,43,,,
Poa sp.,2004,yes,st-1,43,Poa,pratensis,
grass - very short Poa?,2005,tbd,st-1,63,,,
Trisetum spicatum,2005,no,st-1,63,,,
grass - very short Poa?,2006,tbd,st-10,61,,,plot should be st-1
Poa sp.,2006,yes,st-10,61,Poa,pratensis,plot should be st-1
grass - very short Poa?,2007,tbd,st-10,62,,,plot should be st-1
Phleum commutatum,2007,no,st-10,62,,,plot should be st-1
grass - very short Poa?,2008,tbd,st-10,57,,,plot should be st-1
Poa sp.,2008,tbd,st-10,114,Poa,pratensis,plot should be st-1
Trisetum spicatum,2008,yes,st-10,57,,,plot should be st-1
grass - very short Poa?,2009,tbd,st-10,57,,,plot should be st-1
Crucifer,1974,tbd,vr-1,45,,,hopeless
Minuartia??,1977,tbd,vr-1,26,,,hopeless
grass,1981,tbd,vr-1,55,,,
"small, low, 5 white petals",1982,tbd,vr-1,54,,,hopeless
Poa sp.,1983,yes,vr-1,40,Poa,pratensis,
Erigeron  sp.,1986,tbd,vr-1,46,,,Erigeron never again present in VR
grass - nodding brome,1991,tbd,vr-1,48,,,
Poa sp.,1991,yes,vr-1,48,Poa,pratensis,
Poa sp.,1993,yes,vr-1,36,Poa,pratensis,
Poa sp.,1995,yes,vr-1,50,Poa,pratensis,
Melica spectabilis,1996,tbd,vr-1,60,,,
Poa sp.,1996,yes,vr-1,60,Poa,pratensis,
Melica spectabilis,1997,tbd,vr-1,63,,,
Poa sp.,1997,yes,vr-1,63,Poa,pratensis,
Melica spectabilis,1998,tbd,vr-1,71,,,
Poa sp.,1998,yes,vr-1,71,Poa,pratensis,
Melica spectabilis,1999,tbd,vr-1,53,,,
Poa sp.,1999,yes,vr-1,53,Poa,pratensis,
Melica spectabilis,2000,tbd,vr-1,53,,,
Poa sp.,2000,yes,vr-1,53,Poa,pratensis,
Melica spectabilis,2001,tbd,vr-1,62,,,
Poa sp.,2001,yes,vr-1,62,Poa,pratensis,
Melica spectabilis,2002,tbd,vr-1,74,,,
Melica spectabilis,2003,tbd,vr-1,62,,,
Poa sp.,2003,yes,vr-1,62,Poa,pratensis,
Allium geyeri,2004,tbd,vr-1,60,,,outside plot
Melica spectabilis,2004,tbd,vr-1,60,,,
Poa sp.,2004,yes,vr-1,60,Poa,pratensis,
Melica spectabilis,2005,tbd,vr-1,53,,,
Poa sp.,2005,yes,vr-1,53,Poa,pratensis,
Allium geyeri,2006,tbd,vr-1,70,,,outside plot
Poa sp.,2006,yes,vr-1,70,Poa,pratensis,
Allium geyeri,2007,tbd,vr-1,69,,,outside plot
Melica spectabilis,2007,tbd,vr-1,69,,,
Poa sp.,2007,yes,vr-1,69,Poa,pratensis,
Allium geyeri,2008,tbd,vr-1,47,,,outside plot
Poa sp.,2008,yes,vr-1,47,Poa,pratensis,
Allium geyeri,2009,tbd,vr-1,56,,,outside plot
Poa sp.,2009,yes,vr-1,56,Poa,pratensis,
Crucifer,1974,tbd,vr-2,44,,,hopeless
Erigeron ?,1974,tbd,vr-2,44,,,Erigeron never again present in VR
Plantago,1987,tbd,vr-2,64,,,only occurrence
Poa sp.,1987,yes,vr-2,64,Poa,pratensis,
Poa sp.,1991,yes,vr-2,48,Poa,pratensis
Poa sp.,1993,yes,vr-2,36,Poa,pratensis
Poa sp.,1995,yes,vr-2,47,Poa,pratensis
Melica spectabilis,1996,tbd,vr-2,60,,
Poa sp.,1996,yes,vr-2,60,Poa,pratensis
Melica spectabilis,1997,tbd,vr-2,63,,
Poa sp.,1997,yes,vr-2,63,Poa,pratensis
Melica spectabilis,1998,tbd,vr-2,71,,
Poa sp.,1998,yes,vr-2,71,Poa,pratensis
Melica spectabilis,1999,tbd,vr-2,53,,
Poa sp.,1999,yes,vr-2,53,Poa,pratensis
Melica spectabilis,2000,tbd,vr-2,54,,
Poa sp.,2000,yes,vr-2,54,Poa,pratensis
Melica spectabilis,2003,tbd,vr-2,62,,
Poa sp.,2003,yes,vr-2,62,Poa,pratensis
Melica spectabilis,2004,tbd,vr-2,59,,
Poa sp.,2004,yes,vr-2,59,Poa,pratensis,
Melica spectabilis,2005,tbd,vr-2,53,,,
Poa sp.,2005,yes,vr-2,53,Poa,pratensis,
Poa sp.,2006,yes,vr-2,70,Poa,pratensis,
Melica spectabilis,2007,tbd,vr-2,70,,,
Phleum commutatum,2007,yes,vr-2,70,,,
Poa sp.,2007,yes,vr-2,70,Poa,pratensis,
Poa sp.,2008,yes,vr-2,56,Poa,pratensis,
Agoseris,1975,tbd,wm-1,37,,,can't distinguish - both spp occur in all plots all years
grass,1975,tbd,wm-1,37,,,
Agoseris,1979,tbd,wm-1,43,,,can't distinguish - both spp occur in all plots all years
Grass,1979,tbd,wm-1,43,,,
grass,1980,tbd,wm-1,45,,,
grass  Melica-like,1980,tbd,wm-1,45,,,
Agoseris,1981,tbd,wm-1,56,,,can't distinguish - both spp occur in all plots all years
Agoseris,1982,tbd,wm-1,54,,,can't distinguish - both spp occur in all plots all years
grass  short spike,1982,tbd,wm-1,54,,
Grass  (wheat),1983,tbd,wm-1,40,,
Poa sp.,1983,yes,wm-1,40,Poa,pratensis
Stipa lettermanii,1985,yes,wm-1,44,,
Poa sp.,1993,yes,wm-1,36,Poa,pratensis
Poa sp.,1994,yes,wm-1,47,Poa,pratensis
Bromus nodding brome,1995,tbd,wm-1,51,,
Poa sp.,1995,yes,wm-1,51,Poa,pratensis
Festuca thurberi,1996,yes,wm-1,60,,
"grass - long tight head, medium-long awns, SE corner",1996,tbd,wm-1,60,,
Melica spectabilis,1996,tbd,wm-1,120,,
Melica spectabilis,1997,tbd,wm-1,128,,
Poa sp.,1997,yes,wm-1,65,Poa,pratensis
"grass - lots of tiny yellow anthers, tight head, SE corner",1998,tbd,wm-1,71,,
Melica spectabilis,1998,tbd,wm-1,71,,
Poa sp.,1998,yes,wm-1,71,Poa,pratensis
Melica spectabilis,1999,tbd,wm-1,58,,
Poa sp.,1999,yes,wm-1,58,Poa,pratensis
Festuca thurberi,2000,no,wm-1,51,,
Melica spectabilis,2000,tbd,wm-1,51,,
Melica spectabilis,2001,tbd,wm-1,69,,
Festuca thurberi,2003,no,wm-1,62,,
Poa sp.,2003,yes,wm-1,124,Poa,pratensis
Stipa lettermanii,2003,yes,wm-1,62,,
Festuca thurberi,2004,no,wm-1,118,,
Melica spectabilis,2004,tbd,wm-1,118,,
Poa sp.,2004,yes,wm-1,118,Poa,pratensis
Stipa lettermanii,2004,yes,wm-1,59,,
Festuca thurberi,2005,no,wm-1,53,,
Melica spectabilis,2005,tbd,wm-1,65,,
Poa sp.,2005,yes,wm-1,53,Poa,pratensis
Stipa lettermanii,2005,yes,wm-1,65,,
Poa sp.,2006,yes,wm-1,132,Poa,pratensis,
Festuca thurberi,2007,no,wm-1,62,,,
Melica spectabilis,2007,tbd,wm-1,125,,,
Poa sp.,2007,yes,wm-1,125,Poa,pratensis,
Poa sp.,2008,yes,wm-1,98,Poa,pratensis,
Stipa lettermanii,2008,yes,wm-1,52,,,
Poa sp.,2009,yes,wm-1,57,Poa,pratensis,
Stipa lettermanii,2009,yes,wm-1,114,,,
small white crucifer,1974,tbd,wm-2,46,Noccaea,montana,
tiny yellow,1974,tbd,wm-2,46,Descurainia,richardsonii,probably
Agoseris,1975,tbd,wm-2,37,,,can't distinguish - both spp occur in all plots all years
Eriogonum?,1977,tbd,wm-2,26,Eriogonum,subalpinum,
Grass,1979,tbd,wm-2,43,,,
grass,1980,tbd,wm-2,45,,,
grass  Melica-like,1980,tbd,wm-2,45,,,
grass  short spikes,1982,tbd,wm-2,55,,,
Trisetum spicatum,1982,yes,wm-2,55,,,
"spike, yellow anthers  (grass)",1983,tbd,wm-2,40,,,
Stipa lettermanii,1983,yes,wm-2,40,,,
Stipa lettermanii,1985,yes,wm-2,44,,,
grass  compact head (Phleum?),1986,tbd,wm-2,47,Phleum,commutatum,
grass  long awns,1986,tbd,wm-2,47,,,
Stipa lettermanii,1986,yes,wm-2,47,,,
grass  compact head (Phleum?),1987,tbd,wm-2,64,Phleum,commutatum,
Stipa lettermanii,1987,yes,wm-2,64,,,
Phleum commutatum,1988,yes,wm-2,46,,,
Mis-identified,1989,tbd,wm-2,47,,,hopeless
"grass - tight head, short anthers",1991,tbd,wm-2,48,,,
"grass, long awns",1991,tbd,wm-2,48,,,
Phleum commutatum,1991,yes,wm-2,48,,,
Poa sp.,1991,yes,wm-2,48,Poa,pratensis,
"grass, long awns",1992,tbd,wm-2,41,,,
Phleum commutatum,1992,yes,wm-2,41,,
Poa sp.,1992,yes,wm-2,41,Poa,pratensis
"grass - long awns, tall",1993,tbd,wm-2,36,,
"grass, long awns, tight spike",1993,tbd,wm-2,36,,
Phleum commutatum,1993,yes,wm-2,36,,
Poa sp.,1993,yes,wm-2,36,Poa,pratensis
"grass - long awns, tall",1994,tbd,wm-2,47,,
"grass, medium awns, tight spike  S end of plot",1994,tbd,wm-2,47,,
Poa sp.,1994,yes,wm-2,47,Poa,pratensis
"grass - long awns, tall",1995,tbd,wm-2,52,,
Poa sp.,1995,yes,wm-2,52,Poa,pratensis
Melica spectabilis,1996,tbd,wm-2,60,,
Phleum commutatum,1996,no,wm-2,60,,
Poa sp.,1996,yes,wm-2,60,Poa,pratensis
Stipa lettermanii,1996,yes,wm-2,60,,
Melica spectabilis,1997,tbd,wm-2,64,,
Phleum commutatum,1997,no,wm-2,64,,
Poa sp.,1997,yes,wm-2,127,Poa,pratensis
Melica spectabilis,1998,tbd,wm-2,71,,
Phleum commutatum,1998,no,wm-2,71,,
Poa sp.,1998,yes,wm-2,71,Poa,pratensis
Trisetum spicatum,1998,yes,wm-2,71,,
Melica spectabilis,1999,tbd,wm-2,58,,
Phleum commutatum,1999,no,wm-2,58,,
Poa sp.,1999,yes,wm-2,58,Poa,pratensis
Melica spectabilis,2000,tbd,wm-2,53,,
Phleum commutatum,2000,no,wm-2,53,,
Poa sp.,2000,yes,wm-2,53,Poa,pratensis
Melica spectabilis,2001,tbd,wm-2,65,,
Phleum commutatum,2001,no,wm-2,65,,
Poa sp.,2001,yes,wm-2,134,Poa,pratensis
Stipa lettermanii,2001,yes,wm-2,65,,
Poa sp.,2002,yes,wm-2,74,Poa,pratensis
Melica spectabilis,2003,tbd,wm-2,66,,
Poa sp.,2003,yes,wm-2,128,Poa,pratensis
Stipa lettermanii,2003,yes,wm-2,62,,
Melica spectabilis,2004,tbd,wm-2,122,,
Poa sp.,2004,yes,wm-2,63,Poa,pratensis
Stipa lettermanii,2004,yes,wm-2,63,,
Melica spectabilis,2005,tbd,wm-2,65,,
Poa sp.,2005,yes,wm-2,118,Poa,pratensis
Stipa lettermanii,2005,yes,wm-2,65,,
Phleum commutatum,2006,yes,wm-2,65,,
Poa sp.,2006,yes,wm-2,65,Poa,pratensis
Melica spectabilis,2007,tbd,wm-2,65,,
Phleum commutatum,2007,no,wm-2,62,,
Poa sp.,2007,yes,wm-2,192,Poa,pratensis
Poa sp.,2008,yes,wm-2,99,Poa,pratensis
Stipa lettermanii,2008,yes,wm-2,52,,,
Phleum commutatum,2009,no,wm-2,56,,,
Poa sp.,2009,yes,wm-2,56,Poa,pratensis,
Agoseris,1975,tbd,wm-3,37,,,can't distinguish - both spp occur in all plots all years
Grass,1979,tbd,wm-3,43,,,
Trisetum spicatum,1982,yes,wm-3,55,,,
Bromus nodding,1983,tbd,wm-3,40,,,
Poa sp.,1983,yes,wm-3,40,Poa,pratensis,
grass #1,1984,tbd,wm-3,46,,,
grass #2,1984,tbd,wm-3,46,,,
grass - long awns,1991,tbd,wm-3,48,,,
Poa sp.,1991,yes,wm-3,48,Poa,pratensis,
grass - long awns,1992,tbd,wm-3,41,Stipa,lettermanii,
Poa sp.,1993,yes,wm-3,36,Poa,pratensis,
grass - long awns,1995,tbd,wm-3,49,Stipa,lettermanii,
Poa sp.,1995,yes,wm-3,49,Poa,pratensis,
Festuca thurberi,1996,yes,wm-3,60,,
Melica spectabilis,1996,tbd,wm-3,60,,
Melica spectabilis,1997,tbd,wm-3,63,,
Poa sp.,1997,yes,wm-3,63,Poa,pratensis
"grass - giant Poa?? Big yellow anthers, NW corner",1998,tbd,wm-3,71,,
Melica spectabilis,1998,tbd,wm-3,71,,
Poa sp.,1998,yes,wm-3,71,Poa,pratensis
Melica spectabilis,1999,tbd,wm-3,116,,
Poa sp.,1999,yes,wm-3,58,Poa,pratensis
Festuca thurberi,2000,no,wm-3,51,,
Melica spectabilis,2000,tbd,wm-3,51,,
Poa sp.,2000,yes,wm-3,51,Poa,pratensis
Poa sp.,2001,yes,wm-3,68,Poa,pratensis
Festuca thurberi,2003,no,wm-3,62,,
Melica spectabilis,2003,tbd,wm-3,121,,
Poa sp.,2003,yes,wm-3,121,Poa,pratensis
Festuca thurberi,2004,no,wm-3,61,,
Melica spectabilis,2004,tbd,wm-3,135,,
Poa sp.,2004,yes,wm-3,61,Poa,pratensis
Stipa lettermanii,2004,yes,wm-3,61,,
Festuca thurberi,2005,no,wm-3,65,,
Melica spectabilis,2005,tbd,wm-3,130,,
Poa sp.,2005,yes,wm-3,65,Poa,pratensis
Stipa lettermanii,2005,yes,wm-3,65,,
Festuca thurberi,2006,no,wm-3,64,,
Poa sp.,2006,yes,wm-3,64,Poa,pratensis
Trisetum spicatum,2006,no,wm-3,63,,
Festuca thurberi,2007,no,wm-3,62,,
Stipa lettermanii,2007,yes,wm-3,62,,
Trisetum spicatum,2007,no,wm-3,64,,
Festuca thurberi,2008,no,wm-3,50,,
Poa sp.,2008,yes,wm-3,50,Poa,pratensis
Stipa lettermanii,2008,yes,wm-3,50,,,
Trisetum spicatum,2008,no,wm-3,50,,,
Festuca thurberi,2009,no,wm-3,57,,,
Stipa lettermanii,2009,yes,wm-3,57,,,
Trisetum spicatum,2009,no,wm-3,56,,,
tiny yellow crucifer,1974,tbd,wm-4,46,Descurainia,richardsonii,
Agoseris,1975,tbd,wm-4,37,,,can't distinguish - both spp occur in all plots all years
Grass,1979,tbd,wm-4,43,,,
grass #3,1981,tbd,wm-4,56,,,
grass #4,1981,tbd,wm-4,56,,,
grass,1982,tbd,wm-4,55,,,
Poa sp.,1983,yes,wm-4,40,Poa,pratensis,
Poa sp.,1985,yes,wm-4,44,Poa,pratensis,
Poa sp.,1988,yes,wm-4,46,Poa,pratensis,
grass - long awns,1991,tbd,wm-4,48,,,
Poa sp.,1991,yes,wm-4,48,Poa,pratensis,
Poa sp.,1993,yes,wm-4,36,Poa,pratensis
"grass - tall bunch grass, NE corner",1994,tbd,wm-4,47,,
Poa sp.,1994,yes,wm-4,47,Poa,pratensis
grass - long awns,1995,tbd,wm-4,53,,
Poa sp.,1995,yes,wm-4,53,Poa,pratensis
Festuca thurberi,1996,yes,wm-4,60,,
"grass - spike, long awns, 1/3 down leaf blade",1996,tbd,wm-4,60,,
Melica spectabilis,1996,tbd,wm-4,60,,
Poa sp.,1996,yes,wm-4,120,Poa,pratensis
Stipa lettermanii,1996,yes,wm-4,60,,
"grass, middle of west side, bunchgrass, Poa-like but more robust",1997,tbd,wm-4,63,,
Melica spectabilis,1997,tbd,wm-4,65,,
Poa sp.,1997,yes,wm-4,128,Poa,pratensis
Melica spectabilis,1998,tbd,wm-4,71,,
Poa sp.,1998,yes,wm-4,142,Poa,pratensis
"giant Poa?  Fat flowers, inflorescence very spread out, NW corner",1999,tbd,wm-4,58,,
Melica spectabilis,1999,tbd,wm-4,58,,
Poa sp.,1999,yes,wm-4,58,Poa,pratensis
Festuca thurberi,2000,no,wm-4,99,,
"giant Poa?  Fat flowers, inflorescence very spread out, NW corner",2000,tbd,wm-4,47,,
Melica spectabilis,2000,tbd,wm-4,52,,
Poa sp.,2000,yes,wm-4,52,Poa,pratensis
Festuca thurberi,2001,no,wm-4,137,,
"giant Poa?  Fat flowers, inflorescence very spread out, NW corner",2001,tbd,wm-4,69,,
Melica spectabilis,2001,tbd,wm-4,68,,
Poa sp.,2001,yes,wm-4,137,Poa,pratensis
"grass - giant Poa? About 2 feet tall, NE corner",2002,tbd,wm-4,74,,
Poa sp.,2002,yes,wm-4,74,Poa,pratensis
Festuca thurberi,2003,no,wm-4,126,,
Melica spectabilis,2003,tbd,wm-4,62,,
Poa sp.,2003,yes,wm-4,190,Poa,pratensis
Festuca thurberi,2004,no,wm-4,119,,
Melica spectabilis,2004,tbd,wm-4,59,,
Poa sp.,2004,yes,wm-4,238,Poa,pratensis
Stipa lettermanii,2004,yes,wm-4,119,,
Festuca thurberi,2005,no,wm-4,118,,
Melica spectabilis,2005,tbd,wm-4,65,,
Poa sp.,2005,yes,wm-4,171,Poa,pratensis
Stipa lettermanii,2005,yes,wm-4,118,,
Festuca thurberi,2006,no,wm-4,134,,
Poa sp.,2006,yes,wm-4,202,Poa,pratensis
Stipa lettermanii,2006,yes,wm-4,134,,
Festuca thurberi,2007,no,wm-4,129,,
Melica spectabilis,2007,tbd,wm-4,63,,
Poa sp.,2007,yes,wm-4,195,Poa,pratensis
Stipa lettermanii,2007,yes,wm-4,66,,
Festuca thurberi,2008,no,wm-4,101,,
Poa sp.,2008,yes,wm-4,151,Poa,pratensis
Stipa lettermanii,2008,yes,wm-4,101,,,
Festuca thurberi,2009,no,wm-4,56,,,
Poa sp.,2009,yes,wm-4,113,Poa,pratensis,
Stipa lettermanii,2009,yes,wm-4,113,,,
Agoseris,1975,tbd,wm-5,37,,,can't distinguish - both spp occur in all plots all years
grass,1975,tbd,wm-5,37,,,
Agoseris,1979,tbd,wm-5,43,,,can't distinguish - both spp occur in all plots all years
Grass,1979,tbd,wm-5,43,,,
Grass,1981,tbd,wm-5,56,,,
grass,1982,tbd,wm-5,54,,,
grass  spike,1982,tbd,wm-5,53,,,
Trisetum spicatum,1982,yes,wm-5,53,,,
Grass,1983,tbd,wm-5,40,,,
Poa sp.,1983,yes,wm-5,80,Poa,pratensis,
Draba,1985,tbd,wm-5,44,Draba,aurea,
Poa sp.,1991,yes,wm-5,48,Poa,pratensis,
grass - nodding brome,1993,tbd,wm-5,36,,
Poa sp.,1993,yes,wm-5,36,Poa,pratensis
Poa sp.,1994,yes,wm-5,47,Poa,pratensis
grass - long awns,1995,tbd,wm-5,51,,
grass - nodding brome,1995,tbd,wm-5,51,,
Poa sp.,1995,yes,wm-5,51,Poa,pratensis
Festuca thurberi,1996,yes,wm-5,60,,
Melica spectabilis,1996,tbd,wm-5,120,,
Poa sp.,1996,yes,wm-5,120,Poa,pratensis
Stipa lettermanii,1996,yes,wm-5,60,,
