grass - wheat grass,grass - wheat grass,grass - wheat grass,grass - wheat grass,grass - wheat grass grass - wheat grass grass - wheat grass
grass - wheat grass? tall,grass - wheat grass? tall,grass - wheat grass? tall,grass - wheat grass? tall,grass - wheat grass? tall grass - wheat grass? tall grass - wheat grass? tall
grass #1,grass,#1,,grass #1 
grass #2,grass,#2,,grass #2 
grass #3,grass,#3,,grass #3 
grass #4,grass,#4,,grass #4 
Grass  (wheat),Grass,(wheat),,Grass (wheat) 
grass (wheat),grass,(wheat),,grass (wheat) 
grass  feather,grass,feather,,grass feather 
grass  feathery,grass,feathery,,grass feathery 
grass  long awns,grass,long,awns,grass long awns
grass  Melica-like,grass,Melica-like,,grass Melica-like 
grass  Poa-like,grass,Poa-like,,grass Poa-like 
grass  reddish,grass,reddish,,grass reddish 
grass  short spike,grass,short,spike,grass short spike
grass  short spikes,grass,short,spikes,grass short spikes
grass  spike,grass,spike,,grass spike 
grass  wheat,grass,wheat,,grass wheat 
grass with long sheath  almost as long as inflorescence,grass with long sheath  almost as long as inflorescence,grass with long sheath  almost as long as inflorescence,grass with long sheath  almost as long as inflorescence,grass with long sheath  almost as long as inflorescence grass with long sheath  almost as long as inflorescence grass with long sheath  almost as long as inflorescence
Grass(dark colored spike),Grass(dark,colored,spike),Grass(dark colored spike)
Grass(light colored spike),Grass(light,colored,spike),Grass(light colored spike)
"grass, leaf blade below inflorescence about 6"" long, almost as long as inflorescence, tighter inflorescence than Poa, big yellow anthers","grass, leaf blade below inflorescence about 6"" long, almost as long as inflorescence, tighter inflorescence than Poa, big yellow anthers","grass, leaf blade below inflorescence about 6"" long, almost as long as inflorescence, tighter inflorescence than Poa, big yellow anthers","grass, leaf blade below inflorescence about 6"" long, almost as long as inflorescence, tighter inflorescence than Poa, big yellow anthers","grass, leaf blade below inflorescence about 6"" long, almost as long as inflorescence, tighter inflorescence than Poa, big yellow anthers grass, leaf blade below inflorescence about 6"" long, almost as long as inflorescence, tighter inflorescence than Poa, big yellow anthers grass, leaf blade below inflorescence about 6"" long, almost as long as inflorescence, tighter inflorescence than Poa, big yellow anthers"
"grass, leaf blade below inflorescence about 8"" long, about 2"" taller than inflorescence, tighter inflorescence than Poa, big anthers (a bit reddish)","grass, leaf blade below inflorescence about 8"" long, about 2"" taller than inflorescence, tighter inflorescence than Poa, big anthers (a bit reddish)","grass, leaf blade below inflorescence about 8"" long, about 2"" taller than inflorescence, tighter inflorescence than Poa, big anthers (a bit reddish)","grass, leaf blade below inflorescence about 8"" long, about 2"" taller than inflorescence, tighter inflorescence than Poa, big anthers (a bit reddish)","grass, leaf blade below inflorescence about 8"" long, about 2"" taller than inflorescence, tighter inflorescence than Poa, big anthers (a bit reddish) grass, leaf blade below inflorescence about 8"" long, about 2"" taller than inflorescence, tighter inflorescence than Poa, big anthers (a bit reddish) grass, leaf blade below inflorescence about 8"" long, about 2"" taller than inflorescence, tighter inflorescence than Poa, big anthers (a bit reddish)"
"grass, long awns","grass,",long,awns,"grass, long awns"
"grass, long awns, tight spike","grass, long awns, tight spike","grass, long awns, tight spike","grass, long awns, tight spike","grass, long awns, tight spike grass, long awns, tight spike grass, long awns, tight spike"
"grass, medium awns, tight spike  S end of plot","grass, medium awns, tight spike  S end of plot","grass, medium awns, tight spike  S end of plot","grass, medium awns, tight spike  S end of plot","grass, medium awns, tight spike  S end of plot grass, medium awns, tight spike  S end of plot grass, medium awns, tight spike  S end of plot"
"grass, middle of plot, tight heads, medium-length awns","grass, middle of plot, tight heads, medium-length awns","grass, middle of plot, tight heads, medium-length awns","grass, middle of plot, tight heads, medium-length awns","grass, middle of plot, tight heads, medium-length awns grass, middle of plot, tight heads, medium-length awns grass, middle of plot, tight heads, medium-length awns"
"grass, middle of west side, bunchgrass, Poa-like but more robust","grass, middle of west side, bunchgrass, Poa-like but more robust","grass, middle of west side, bunchgrass, Poa-like but more robust","grass, middle of west side, bunchgrass, Poa-like but more robust","grass, middle of west side, bunchgrass, Poa-like but more robust grass, middle of west side, bunchgrass, Poa-like but more robust grass, middle of west side, bunchgrass, Poa-like but more robust"
"grass, NE corner, reddish node, inflorescence tighter than Poa, larger glumes","grass, NE corner, reddish node, inflorescence tighter than Poa, larger glumes","grass, NE corner, reddish node, inflorescence tighter than Poa, larger glumes","grass, NE corner, reddish node, inflorescence tighter than Poa, larger glumes","grass, NE corner, reddish node, inflorescence tighter than Poa, larger glumes grass, NE corner, reddish node, inflorescence tighter than Poa, larger glumes grass, NE corner, reddish node, inflorescence tighter than Poa, larger glumes"
"grass, NW corner and N side, big yellow anthers, blade longer than inflorescence","grass, NW corner and N side, big yellow anthers, blade longer than inflorescence","grass, NW corner and N side, big yellow anthers, blade longer than inflorescence","grass, NW corner and N side, big yellow anthers, blade longer than inflorescence","grass, NW corner and N side, big yellow anthers, blade longer than inflorescence grass, NW corner and N side, big yellow anthers, blade longer than inflorescence grass, NW corner and N side, big yellow anthers, blade longer than inflorescence"
"grass, NW corner and N side, big yellow anthers, blade not longer than inflorescence; big headed Poa??","grass, NW corner and N side, big yellow anthers, blade not longer than inflorescence; big headed Poa??","grass, NW corner and N side, big yellow anthers, blade not longer than inflorescence; big headed Poa??","grass, NW corner and N side, big yellow anthers, blade not longer than inflorescence; big headed Poa??","grass, NW corner and N side, big yellow anthers, blade not longer than inflorescence; big headed Poa?? grass, NW corner and N side, big yellow anthers, blade not longer than inflorescence; big headed Poa?? grass, NW corner and N side, big yellow anthers, blade not longer than inflorescence; big headed Poa??"
"grass, NW corner, like a big, spreading Poa, big flowers (same as in WM4)","grass, NW corner, like a big, spreading Poa, big flowers (same as in WM4)","grass, NW corner, like a big, spreading Poa, big flowers (same as in WM4)","grass, NW corner, like a big, spreading Poa, big flowers (same as in WM4)","grass, NW corner, like a big, spreading Poa, big flowers (same as in WM4) grass, NW corner, like a big, spreading Poa, big flowers (same as in WM4) grass, NW corner, like a big, spreading Poa, big flowers (same as in WM4)"
"grass, Poa-like but short (< 6""), inflorescence barely emerging from sheath","grass, Poa-like but short (< 6""), inflorescence barely emerging from sheath","grass, Poa-like but short (< 6""), inflorescence barely emerging from sheath","grass, Poa-like but short (< 6""), inflorescence barely emerging from sheath","grass, Poa-like but short (< 6""), inflorescence barely emerging from sheath grass, Poa-like but short (< 6""), inflorescence barely emerging from sheath grass, Poa-like but short (< 6""), inflorescence barely emerging from sheath"
"grass, tight heads, west side","grass, tight heads, west side","grass, tight heads, west side","grass, tight heads, west side","grass, tight heads, west side grass, tight heads, west side grass, tight heads, west side"
"grass, tight inflorescence, leaf sheath 2"" taller than inflorescence","grass, tight inflorescence, leaf sheath 2"" taller than inflorescence","grass, tight inflorescence, leaf sheath 2"" taller than inflorescence","grass, tight inflorescence, leaf sheath 2"" taller than inflorescence","grass, tight inflorescence, leaf sheath 2"" taller than inflorescence grass, tight inflorescence, leaf sheath 2"" taller than inflorescence grass, tight inflorescence, leaf sheath 2"" taller than inflorescence",,,,,
Habenaria  hyperborea,Habenaria,hyperborea,,Habenaria hyperborea ,yes,Limnorchis,hyperborea,GA,
Habenaria  obtusa,Habenaria,obtusa,,Habenaria obtusa ,yes,Limnorchis,hyperborea,GA,only L. hyperborea in matrix
Habenaria  saccata,Habenaria,saccata,,Habenaria saccata ,yes,Limnorchis,hyperborea,GA,
Hackelia floribunda,Hackelia,floribunda,,Hackelia floribunda ,,,,,
Haplopappus  croceus,Haplopappus,croceus,,Haplopappus croceus ,yes,Pyrrocoma,crocea,GA,
Haplopappus  parryi,Haplopappus,parryi,,Haplopappus parryi ,yes,Oreochrysum,parryi,GA,
Haplopappus parryi (Kathy identified initially as Solidago spatulatha),Haplopappus parryi (Kathy identified initially as Solidago spatulatha),Haplopappus parryi (Kathy identified initially as Solidago spatulatha),Haplopappus parryi (Kathy identified initially as Solidago spatulatha),Haplopappus parryi (Kathy identified initially as Solidago spatulatha) Haplopappus parryi (Kathy identified initially as Solidago spatulatha) Haplopappus parryi (Kathy identified initially as Solidago spatulatha),yes,Oreochrysum,parryi,GA,
Haplopappus parryi (Kathy originally called it Solidago spathulata) ,Haplopappus parryi (Kathy originally called it Solidago spathulata) ,Haplopappus parryi (Kathy originally called it Solidago spathulata) ,Haplopappus parryi (Kathy originally called it Solidago spathulata) ,Haplopappus parryi (Kathy originally called it Solidago spathulata)  Haplopappus parryi (Kathy originally called it Solidago spathulata)  Haplopappus parryi (Kathy originally called it Solidago spathulata) ,yes,Oreochrysum,parryi,GA,
Haplopappus parryi (Kathy originally identified as Solidago spathulata),Haplopappus parryi (Kathy originally identified as Solidago spathulata),Haplopappus parryi (Kathy originally identified as Solidago spathulata),Haplopappus parryi (Kathy originally identified as Solidago spathulata),Haplopappus parryi (Kathy originally identified as Solidago spathulata) Haplopappus parryi (Kathy originally identified as Solidago spathulata) Haplopappus parryi (Kathy originally identified as Solidago spathulata),yes,Oreochrysum,parryi,GA,
Haplopapus  croceus,Haplopapus,croceus,,Haplopapus croceus ,yes,Pyrrocoma,crocea,GA,
Happlopappus  croceus,Happlopappus,croceus,,Happlopappus croceus ,yes,Pyrrocoma,crocea,GA,
Happlopappus  parryi,Happlopappus,parryi,,Happlopappus parryi ,,,,,
Hedysarum  occidentale,Hedysarum,occidentale,,Hedysarum occidentale ,,,,,
Helenium  hoopsii,Helenium,hoopsii,,Helenium hoopsii ,yes,Dugaldia,hoopesii,GA,
Helianthella  quinquenervis,Helianthella,quinquenervis,,Helianthella quinquenervis ,no,,,,
Helianthella quinquenervis.1,Helianthella,quinquenervis.1,,Helianthella quinquenervis.1 ,yes,Helianthella,quinquenervis,GA,
Helianthella quinquinervis,Helianthella,quinquinervis,,Helianthella quinquinervis ,yes,Helianthella,quinquenervis,GA,
Heliomeris (Viguiera) multiflora,Heliomeris,(Viguiera),multiflora,Heliomeris (Viguiera) multiflora,yes,Heliomeris,multiflora,GA,
Heliomeris multiflora,Heliomeris,multiflora,,Heliomeris multiflora ,no,,,,
Heracleum,Heracleum,,,Heracleum  ,yes,Heracleum,maximum,GA,only H. maximum in matrix
Heracleum fendleri,Heracleum,fendleri,,Heracleum fendleri ,yes,Heracleum,maximum,GA,
Heracleum  lanatum,Heracleum,lanatum,,Heracleum lanatum ,yes,Heracleum,maximum,GA,
Heracleum maximum,Heracleum,maximum,,Heracleum maximum ,yes,Heracleum,maximum,GA,
Heracleum sphondylium,Heracleum,sphondylium,,Heracleum sphondylium ,yes,Heracleum,maximum,GA,
Heterotheca (Chrysopsis) villosa,Heterotheca,(Chrysopsis),villosa,Heterotheca (Chrysopsis) villosa,yes,Heterotheca,villosa,GA,
Heterotheca fulcrata,Heterotheca,fulcrata,,Heterotheca fulcrata ,yes,Heterotheca,villosa,GA,
Heterotheca multiflora,Heterotheca,multiflora,,Heterotheca multiflora ,yes,Heterotheca,villosa,GA,
Heuchera  parviflora (outside plot),Heuchera  parviflora (outside plot),Heuchera  parviflora (outside plot),Heuchera  parviflora (outside plot),Heuchera  parviflora (outside plot) Heuchera  parviflora (outside plot) Heuchera  parviflora (outside plot),yes,Heuchera,parviflora,GA,not in plot
Heuchera parviflora,Heuchera,parviflora,,Heuchera parviflora ,no,,,,not in plot
Hydrophyllum  capitatum,Hydrophyllum,capitatum,,Hydrophyllum capitatum ,no,,,,
Hydrophyllum  captitatum,Hydrophyllum,captitatum,,Hydrophyllum captitatum ,yes,Hydrophyllum,capitatum,GA,
Hydrophyllum fendleri,Hydrophyllum,fendleri,,Hydrophyllum fendleri ,no,,,
Hydrophyllum??,Hydrophyllum??,,,Hydrophyllum??  ,,,,
Ipomopsis aggregat,Ipomopsis,aggregat,,Ipomopsis aggregat ,yes,Ipomopsis,aggregata,GA
Ipomopsis  aggregata,Ipomopsis,aggregata,,Ipomopsis aggregata ,no,,,
Koelaria macrantha,Koelaria,macrantha,,Koelaria macrantha ,,,,
"Koelaria macrantha - no obvious awn, inconspicuous anthers","Koelaria macrantha - no obvious awn, inconspicuous anthers","Koelaria macrantha - no obvious awn, inconspicuous anthers","Koelaria macrantha - no obvious awn, inconspicuous anthers","Koelaria macrantha - no obvious awn, inconspicuous anthers Koelaria macrantha - no obvious awn, inconspicuous anthers Koelaria macrantha - no obvious awn, inconspicuous anthers",,,,
"Koelaria macrantha - no obvious awn, inconspicuous anthers, middle of south side of plot","Koelaria macrantha - no obvious awn, inconspicuous anthers, middle of south side of plot","Koelaria macrantha - no obvious awn, inconspicuous anthers, middle of south side of plot","Koelaria macrantha - no obvious awn, inconspicuous anthers, middle of south side of plot","Koelaria macrantha - no obvious awn, inconspicuous anthers, middle of south side of plot Koelaria macrantha - no obvious awn, inconspicuous anthers, middle of south side of plot Koelaria macrantha - no obvious awn, inconspicuous anthers, middle of south side of plot",,,,
"Koelaria macrantha - no obvious awn, inconspicuous anthers, west side","Koelaria macrantha - no obvious awn, inconspicuous anthers, west side","Koelaria macrantha - no obvious awn, inconspicuous anthers, west side","Koelaria macrantha - no obvious awn, inconspicuous anthers, west side","Koelaria macrantha - no obvious awn, inconspicuous anthers, west side Koelaria macrantha - no obvious awn, inconspicuous anthers, west side Koelaria macrantha - no obvious awn, inconspicuous anthers, west side",,,,
"Koelaria macrantha, southwest corner","Koelaria macrantha, southwest corner","Koelaria macrantha, southwest corner","Koelaria macrantha, southwest corner","Koelaria macrantha, southwest corner Koelaria macrantha, southwest corner Koelaria macrantha, southwest corner",,,,
Koelaria micrantha,Koelaria,micrantha,,Koelaria micrantha ,,,,
"Koelaria micrantha - no obvious awn, inconspicuous anthers","Koelaria micrantha - no obvious awn, inconspicuous anthers","Koelaria micrantha - no obvious awn, inconspicuous anthers","Koelaria micrantha - no obvious awn, inconspicuous anthers","Koelaria micrantha - no obvious awn, inconspicuous anthers Koelaria micrantha - no obvious awn, inconspicuous anthers Koelaria micrantha - no obvious awn, inconspicuous anthers",,,,
"Koelaria micrantha - no obvious awn, inconspicuous anthers, middle of south side of plot","Koelaria micrantha - no obvious awn, inconspicuous anthers, middle of south side of plot","Koelaria micrantha - no obvious awn, inconspicuous anthers, middle of south side of plot","Koelaria micrantha - no obvious awn, inconspicuous anthers, middle of south side of plot","Koelaria micrantha - no obvious awn, inconspicuous anthers, middle of south side of plot Koelaria micrantha - no obvious awn, inconspicuous anthers, middle of south side of plot Koelaria micrantha - no obvious awn, inconspicuous anthers, middle of south side of plot",,,,
"Koelaria micrantha - no obvious awn, inconspicuous anthers, west side","Koelaria micrantha - no obvious awn, inconspicuous anthers, west side","Koelaria micrantha - no obvious awn, inconspicuous anthers, west side","Koelaria micrantha - no obvious awn, inconspicuous anthers, west side","Koelaria micrantha - no obvious awn, inconspicuous anthers, west side Koelaria micrantha - no obvious awn, inconspicuous anthers, west side Koelaria micrantha - no obvious awn, inconspicuous anthers, west side",,,,
"Koelaria micrantha, southwest corner","Koelaria micrantha, southwest corner","Koelaria micrantha, southwest corner","Koelaria micrantha, southwest corner","Koelaria micrantha, southwest corner Koelaria micrantha, southwest corner Koelaria micrantha, southwest corner",,,,
Koeleria macrantha,Koeleria,macrantha,,Koeleria macrantha ,,,,
Koeleria micrantha ,Koeleria,micrantha,,Koeleria micrantha ,,,,
Lathyrus  leucanthus,Lathyrus,leucanthus,,Lathyrus leucanthus ,no,,,,
Lathyrus leucanthus.1,Lathyrus,leucanthus.1,,Lathyrus leucanthus.1 ,yes,Lathyrus,leucanthus,GA,
Ligisticum  porteri,Ligisticum,porteri,,Ligisticum porteri ,yes,Ligusticum,porteri,GA,
Ligularia,Ligularia,,,Ligularia  ,yes,Senecio,bigelovii,GA,c/b S. integerrimus
Ligularia (Senecio) bigelovii,Ligularia,(Senecio),bigelovii,Ligularia (Senecio) bigelovii,yes,Senecio,bigelovii,GA,
Ligularia bigelovii,Ligularia,bigelovii,,Ligularia bigelovii ,yes,Senecio,bigelovii,GA,
Ligusticum ?,Ligusticum,?,,Ligusticum ? ,yes,Ligusticum,porteri,GA,
Ligusticum porter,Ligusticum,porter,,Ligusticum porter ,yes,Ligusticum,porteri,GA,
Ligusticum  porteri,Ligusticum,porteri,,Ligusticum porteri ,no,,,,
Ligusticum poteri,Ligusticum,poteri,,Ligusticum poteri ,yes,Ligusticum,porteri,GA,
Limnorchis (Habenaria) hyperborea,Limnorchis,(Habenaria),hyperborea,Limnorchis (Habenaria) hyperborea,yes,Limnorchis,hyperborea,GA,
Linum lewisii,Linum,lewisii,,Linum lewisii ,no,,,,
Listera  borealis,Listera,borealis,,Listera borealis ,,,,,not in matrix
Listera  cordata,Listera,cordata,,Listera cordata ,,,,,not in matrix
Lithophragma  glabrum,Lithophragma,glabrum,,Lithophragma glabrum ,no,,,,
Lomatium  dissectum,Lomatium,dissectum,,Lomatium dissectum ,no,,,,
Lonicera  involucrata,Lonicera,involucrata,,Lonicera involucrata ,no,,,,not in plot
Lonicera involucrata (outside plot 1.5 m to north),Lonicera involucrata (outside plot 1.5 m to north),Lonicera involucrata (outside plot 1.5 m to north),Lonicera involucrata (outside plot 1.5 m to north),Lonicera involucrata (outside plot 1.5 m to north) Lonicera involucrata (outside plot 1.5 m to north) Lonicera involucrata (outside plot 1.5 m to north),yes,Lonicera,involucrata,GA,not in plot
Lupinus,Lupinus,,,Lupinus  ,yes,Lupinus,sp.,GA,all Lupinus called sp. In matrix
"Lupinus  not amplus - small flowers, darker leaves, smaller plant","Lupinus  not amplus - small flowers, darker leaves, smaller plant","Lupinus  not amplus - small flowers, darker leaves, smaller plant","Lupinus  not amplus - small flowers, darker leaves, smaller plant","Lupinus  not amplus - small flowers, darker leaves, smaller plant Lupinus  not amplus - small flowers, darker leaves, smaller plant Lupinus  not amplus - small flowers, darker leaves, smaller plant",yes,Lupinus,sp.,GA,all Lupinus called sp. In matrix
"Lupinus (smaller flowers, more purple)","Lupinus (smaller flowers, more purple)","Lupinus (smaller flowers, more purple)","Lupinus (smaller flowers, more purple)","Lupinus (smaller flowers, more purple) Lupinus (smaller flowers, more purple) Lupinus (smaller flowers, more purple)",yes,Lupinus,sp.,GA,all Lupinus called sp. In matrix
Lupinus  amplus,Lupinus,amplus,,Lupinus amplus ,yes,Lupinus,sp.,GA,all Lupinus called sp. In matrix
Lupinus  amplus-N plant,Lupinus,amplus-N,plant,Lupinus amplus-N plant,yes,Lupinus,sp.,GA,all Lupinus called sp. In matrix
Lupinus  amplus-S plant,Lupinus,amplus-S,plant,Lupinus amplus-S plant,yes,Lupinus,sp.,GA,all Lupinus called sp. In matrix
Lupinus argenteus,Lupinus,argenteus,,Lupinus argenteus ,yes,Lupinus,sp.,GA,all Lupinus called sp. In matrix
Lupinus argenteus (small flowers),Lupinus argenteus (small flowers),Lupinus argenteus (small flowers),Lupinus argenteus (small flowers),Lupinus argenteus (small flowers) Lupinus argenteus (small flowers) Lupinus argenteus (small flowers),yes,Lupinus,sp.,GA,all Lupinus called sp. In matrix
Lupinus argenteus (smaller flowers),Lupinus argenteus (smaller flowers),Lupinus argenteus (smaller flowers),Lupinus argenteus (smaller flowers),Lupinus argenteus (smaller flowers) Lupinus argenteus (smaller flowers) Lupinus argenteus (smaller flowers),yes,Lupinus,sp.,GA,all Lupinus called sp. In matrix
Lupinus  argenteus ?,Lupinus,argenteus,?,Lupinus argenteus ?,yes,Lupinus,sp.,GA,all Lupinus called sp. In matrix
Lupinus prunophyllus,Lupinus,prunophyllus,,Lupinus prunophyllus ,yes,Lupinus,sp.,GA,all Lupinus called sp. In matrix
"Lupinus sp. (smaller flowers than argenteus, darker color)","Lupinus sp. (smaller flowers than argenteus, darker color)","Lupinus sp. (smaller flowers than argenteus, darker color)","Lupinus sp. (smaller flowers than argenteus, darker color)","Lupinus sp. (smaller flowers than argenteus, darker color) Lupinus sp. (smaller flowers than argenteus, darker color) Lupinus sp. (smaller flowers than argenteus, darker color)",yes,Lupinus,sp.,GA,all Lupinus called sp. In matrix
Lychnis  apetala,Lychnis,apetala,,Lychnis apetala ,no,,,,
Mahonia  repens,Mahonia,repens,,Mahonia repens ,no,,,,
Maianthemum stellatum,Maianthemum,stellatum,,Maianthemum stellatum ,no,,,,
Medicago lupulina,Medicago,lupulina,,Medicago lupulina ,no,,,,not in plot
Melandrium,Melandrium,,,Melandrium  ,,,,,
Melica  spectabilis,Melica,spectabilis,,Melica spectabilis ,,,,,
Mertensia,Mertensia,,,Mertensia  ,,,,,check plot and timing
Mertensia brevistyla,Mertensia,brevistyla,,Mertensia brevistyla ,yes,Mertensia,fusiformis,GA,probably morph of M. fusiformis
Mertensia  ciliata,Mertensia,ciliata,,Mertensia ciliata ,no,,,,
Mertensia ciliata.1,Mertensia,ciliata.1,,Mertensia ciliata.1 ,yes,Mertensia,ciliata,GA,
Mertensia  fusiformes,Mertensia,fusiformes,,Mertensia fusiformes ,yes,Mertensia,fusiformis,GA,
Mertensia  fusiformis,Mertensia,fusiformis,,Mertensia fusiformis ,no,,,,
Mimulus guttatus,Mimulus,guttatus,,Mimulus guttatus ,no,,,,
Mimulus  guttatus ?,Mimulus,guttatus,?,Mimulus guttatus ?,yes,Mimulus,guttatus,GA,
Minuartia??,Minuartia??,,,Minuartia??  ,,,,,
Mis-identified,Mis-identified,,,Mis-identified  ,,,,,
Mitella  pentandra,Mitella,pentandra,,Mitella pentandra ,,,,,
Moehringia lateriflora,Moehringia,lateriflora,,Moehringia lateriflora ,,,,,
Muhlenbergia montana (a C4 grass) ,Muhlenbergia montana (a C4 grass) ,Muhlenbergia montana (a C4 grass) ,Muhlenbergia montana (a C4 grass) ,Muhlenbergia montana (a C4 grass)  Muhlenbergia montana (a C4 grass)  Muhlenbergia montana (a C4 grass) ,,,,
Muhlenbergia species (a C4 grass) ,Muhlenbergia species (a C4 grass) ,Muhlenbergia species (a C4 grass) ,Muhlenbergia species (a C4 grass) ,Muhlenbergia species (a C4 grass)  Muhlenbergia species (a C4 grass)  Muhlenbergia species (a C4 grass) ,,,,
Noccaea montana,Noccaea,montana,,Noccaea montana ,no,,,
Noccea (Thlaspi) montana,Noccea,(Thlaspi),montana,Noccea (Thlaspi) montana,yes,Noccaea,montana,GA
Noccea montana,Noccea,montana,,Noccea montana ,yes,Noccaea,montana,GA
nodding brome,nodding,brome,,nodding brome ,,,,
Oreochrysum (Haplopappus) parryi,Oreochrysum,(Haplopappus),parryi,Oreochrysum (Haplopappus) parryi,yes,Oreochrysum,parryi,GA
Orobanche  fasciculata,Orobanche,fasciculata,,Orobanche fasciculata ,,,,
Orobanche uniflora,Orobanche,uniflora,,Orobanche uniflora ,,,,
Orthocarpus luteus,Orthocarpus,luteus,,Orthocarpus luteus ,,,,
Osmorhiza  obtusa,Osmorhiza,obtusa,,Osmorhiza obtusa ,,,,
Osmorhiza  occidentale,Osmorhiza,occidentale,,Osmorhiza occidentale ,,,,
Osmorhiza occidentalis,Osmorhiza,occidentalis,,Osmorhiza occidentalis ,,,,
Oxypolis  fendleri,Oxypolis,fendleri,,Oxypolis fendleri ,no,,,
Oxytropis deflexa,Oxytropis,deflexa,,Oxytropis deflexa ,,,,
Pachystima  myrsinites,Pachystima,myrsinites,,Pachystima myrsinites ,yes,Paxistima,myrsinites,GA
Parnassia  fimbriata,Parnassia,fimbriata,,Parnassia fimbriata ,,,,,
Paxistima myrsinites,Paxistima,myrsinites,,Paxistima myrsinites ,no,,,,
Pedicularis  bracteosa,Pedicularis,bracteosa,,Pedicularis bracteosa ,no,,,,
Pedicularis grayii - about 4 m east of plot,Pedicularis grayii - about 4 m east of plot,Pedicularis grayii - about 4 m east of plot,Pedicularis grayii - about 4 m east of plot,Pedicularis grayii - about 4 m east of plot Pedicularis grayii - about 4 m east of plot Pedicularis grayii - about 4 m east of plot,,,,,not in plot
Pedicularis  groenlandica,Pedicularis,groenlandica,,Pedicularis groenlandica ,no,,,,
Pedicularis procera (grayi),Pedicularis,procera,(grayi),Pedicularis procera (grayi),,,,,
"Pedicularis procera (grayi), about 4 m away","Pedicularis procera (grayi), about 4 m away","Pedicularis procera (grayi), about 4 m away","Pedicularis procera (grayi), about 4 m away","Pedicularis procera (grayi), about 4 m away Pedicularis procera (grayi), about 4 m away Pedicularis procera (grayi), about 4 m away",,,,,
"Pentaphylloides (Potentilla, Dasiphora) fruticosa (plant just outside plot to NW)","Pentaphylloides (Potentilla, Dasiphora) fruticosa (plant just outside plot to NW)","Pentaphylloides (Potentilla, Dasiphora) fruticosa (plant just outside plot to NW)","Pentaphylloides (Potentilla, Dasiphora) fruticosa (plant just outside plot to NW)","Pentaphylloides (Potentilla, Dasiphora) fruticosa (plant just outside plot to NW) Pentaphylloides (Potentilla, Dasiphora) fruticosa (plant just outside plot to NW) Pentaphylloides (Potentilla, Dasiphora) fruticosa (plant just outside plot to NW)",yes,Dasiphora,fruticosa,GA,
Phacelia heterophylla,Phacelia,heterophylla,,Phacelia heterophylla ,no,,,,
Phacelia heterosepala,Phacelia,heterosepala,,Phacelia heterosepala ,,,,,
Phleum,Phleum,,,Phleum  ,,,,,
Phleum commutatum,Phleum,commutatum,,Phleum commutatum ,,,,,
Phleum commutatum (alpinum),Phleum,commutatum,(alpinum),Phleum commutatum (alpinum),,,,,
Phleum or Alopoceurus,Phleum,or,Alopoceurus,Phleum or Alopoceurus,,,,,
Phleum pratense,Phleum,pratense,,Phleum pratense ,,,,,
Plantago,Plantago,,,Plantago  ,,,,,
Platanthera (Habenaria) hyperborea,Platanthera,(Habenaria),hyperborea,Platanthera (Habenaria) hyperborea,yes,Limnorchis,hyperborea,GA
Pneumonanthe  parryi,Pneumonanthe,parryi,,Pneumonanthe parryi ,no,,,
Poa,Poa,,,Poa  ,,,,
Poa - very short stalks,Poa - very short stalks,Poa - very short stalks,Poa - very short stalks,Poa - very short stalks Poa - very short stalks Poa - very short stalks,,,,
Poa (arctica? - very tall),Poa (arctica? - very tall),Poa (arctica? - very tall),Poa (arctica? - very tall),Poa (arctica? - very tall) Poa (arctica? - very tall) Poa (arctica? - very tall),,,,
Poa (NOT pratensis),Poa,(NOT,pratensis),Poa (NOT pratensis),,,,
Poa (pratensis?),Poa,(pratensis?),,Poa (pratensis?) ,,,,
Poa  ?,Poa,?,,Poa ? ,,,,
Poa arctica,Poa,arctica,,Poa arctica ,,,,
Poa arctica (?),Poa,arctica,(?),Poa arctica (?),,,,
Poa pratensis,Poa,pratensis,,Poa pratensis ,,,,
"Poa pratensis (?; middle of plot, just west of Salix)","Poa pratensis (?; middle of plot, just west of Salix)","Poa pratensis (?; middle of plot, just west of Salix)","Poa pratensis (?; middle of plot, just west of Salix)","Poa pratensis (?; middle of plot, just west of Salix) Poa pratensis (?; middle of plot, just west of Salix) Poa pratensis (?; middle of plot, just west of Salix)",,,,
"Poa pratensis(?) - very tall, but not P. arctica","Poa pratensis(?) - very tall, but not P. arctica","Poa pratensis(?) - very tall, but not P. arctica","Poa pratensis(?) - very tall, but not P. arctica","Poa pratensis(?) - very tall, but not P. arctica Poa pratensis(?) - very tall, but not P. arctica Poa pratensis(?) - very tall, but not P. arctica",,,,
Poa  reflexa,Poa,reflexa,,Poa reflexa ,,,,
Poa  sp.,Poa,sp.,,Poa sp. ,,,,
"Poa sp. #2, stiffer, taller, coarser","Poa sp. #2, stiffer, taller, coarser","Poa sp. #2, stiffer, taller, coarser","Poa sp. #2, stiffer, taller, coarser","Poa sp. #2, stiffer, taller, coarser Poa sp. #2, stiffer, taller, coarser Poa sp. #2, stiffer, taller, coarser",,,,
Poa sp.?,Poa,sp.?,,Poa sp.? ,,,,
Poa species #2 - bigger glumes,Poa species #2 - bigger glumes,Poa species #2 - bigger glumes,Poa species #2 - bigger glumes,Poa species #2 - bigger glumes Poa species #2 - bigger glumes Poa species #2 - bigger glumes,,,,
